claim_id,assertion_id,content_id,claim_text,assertion_text,claim_classification,support_status,support_type,source_number,source_title,source_excerpt,source_url,article_excerpt,article_section,source_file,spoiler_scope,review_required,notes
CLM-USAIDCIA-P01-008,AST-WRR-USAIDCIA-P01-FB-PHOTO-003-03,WRR-USAIDCIA-P01-FB-PHOTO-003,NSAM 162 directed CIA and AID to maintain personnel with paramilitary skills for crisis areas.,NSAM 162 directed CIA and AID to maintain personnel with paramilitary skills for crisis areas.,DOCUMENTED_FACT,SUPPORTED,DIRECT,3,NSAM 162,CIA and AID will take action to insure that adequate qualified personnel with paramilitary skills are available. Periodic reports of progress to achieve this objective will be submitted to the Special Group (Counterinsurgency) by CIA and AID,https://history.state.gov/historicaldocuments/frus1961-63v08/d91,"CIA was not absent from the architecture. The director of Central Intelligence received NSAM 177 alongside State, Defense, Justice and AID. Yet receiving the memorandum is not the same as owning every program it created. To understand CIA's operational role, we need the records that describe actual liaison, training and recruitment—not a slogan imposed on a document.",THE ORDER WITH THE EXCEPTION,shared_sources/source_gap_hunt/National Security Action Memorandum No. 162.extracted.txt,CURRENT_PART,NO,Sentence-level deterministic evidence mapping.
CLM-USAIDCIA-P01-016,AST-WRR-USAIDCIA-P01-FB-PHOTO-003-04,WRR-USAIDCIA-P01-FB-PHOTO-003,The committee assigned AID operating and funding responsibility except for covert aspects and selected Defense programs.,The committee assigned AID operating and funding responsibility except for covert aspects and selected Defense programs.,DOCUMENTED_FACT,SUPPORTED,DIRECT,4,published Foreign Relations memorandum,"That AID be charged with operating and funding responsibility for all such programs, except for their covert aspects and for those programs which the Administrator of AID decides should be carried out by the Department of Defense",https://history.state.gov/historicaldocuments/frus1961-63v08/d99,"The third paragraph charged AID's administrator with coordination and vigorous leadership. The fourth went further: AID received operating and funding responsibility for the programs, apart from those assigned to Defense—and apart from their covert aspects.",THE ORDER WITH THE EXCEPTION,shared_sources/source_gap_hunt/Memorandum From the Interagency Committee on Police Assistance Programs to President Kenne.extracted.txt,CURRENT_PART,NO,Sentence-level deterministic evidence mapping.
CLM-USAIDCIA-P01-017,AST-WRR-USAIDCIA-P01-FB-PHOTO-003-05,WRR-USAIDCIA-P01-FB-PHOTO-003,The committee recommended a dedicated AID police office.,The committee recommended a dedicated AID police office.,DOCUMENTED_FACT,SUPPORTED,DIRECT,4,published Foreign Relations memorandum,"That to carry out its responsibilities, AID establish an office specifically charged with police matters, staffed with sufficient qualified personnel to: (a) provide centralized professional and technical planning guidance to the country teams, police missions and State and AID regional bureaus; (b) provide professional and technical guidance and professional and technical supervision in implementing programs; (c) establish and supervise training requirements for U.S. police technicians, and standards of evaluating professional competence; (d) to conduct surveys and program evaluations; (e) to provide an essential repository of technical knowledge based on research in the latest techniques of controlling subversion and mass violence; that AID appoint a senior professional to head this office, responsible to the Special Assistant-Internal Defense with direct access to the Deputy Administrator; that while line responsibility for AID police programs remains with each regional AID bureau, sufficient professional personnel should be assigned to the new Office to provide the centralized staff support outlined above",https://history.state.gov/historicaldocuments/frus1961-63v08/d99,The institutional design is easiest to see in paragraph five. AID was ordered to establish an office specifically charged with police matters.,WHAT THE NEW OFFICE WAS BUILT TO DO,shared_sources/source_gap_hunt/Memorandum From the Interagency Committee on Police Assistance Programs to President Kenne.extracted.txt,CURRENT_PART,NO,Sentence-level deterministic evidence mapping.
CLM-USAIDCIA-P01-008,AST-WRR-USAIDCIA-P01-FB-PHOTO-003-06,WRR-USAIDCIA-P01-FB-PHOTO-003,NSAM 162 directed CIA and AID to maintain personnel with paramilitary skills for crisis areas.,"Taken together, those assignments describe a division of labor: civilian administration in AID, policy guidance in State and selected responsibilities outside AID.",STRONG_INFERENCE,INFERENCE_SUPPORTED,INFERENTIAL,3,NSAM 162,CIA and AID will take action to insure that adequate qualified personnel with paramilitary skills are available. Periodic reports of progress to achieve this objective will be submitted to the Special Group (Counterinsurgency) by CIA and AID,https://history.state.gov/historicaldocuments/frus1961-63v08/d91,"CIA was not absent from the architecture. The director of Central Intelligence received NSAM 177 alongside State, Defense, Justice and AID. Yet receiving the memorandum is not the same as owning every program it created. To understand CIA's operational role, we need the records that describe actual liaison, training and recruitment—not a slogan imposed on a document.",THE ORDER WITH THE EXCEPTION,shared_sources/source_gap_hunt/National Security Action Memorandum No. 162.extracted.txt,CURRENT_PART,YES,Synthetic language mapped to underlying claims.
CLM-USAIDCIA-P01-016,AST-WRR-USAIDCIA-P01-FB-PHOTO-003-06,WRR-USAIDCIA-P01-FB-PHOTO-003,The committee assigned AID operating and funding responsibility except for covert aspects and selected Defense programs.,"Taken together, those assignments describe a division of labor: civilian administration in AID, policy guidance in State and selected responsibilities outside AID.",STRONG_INFERENCE,INFERENCE_SUPPORTED,INFERENTIAL,4,published Foreign Relations memorandum,"That AID be charged with operating and funding responsibility for all such programs, except for their covert aspects and for those programs which the Administrator of AID decides should be carried out by the Department of Defense",https://history.state.gov/historicaldocuments/frus1961-63v08/d99,"The third paragraph charged AID's administrator with coordination and vigorous leadership. The fourth went further: AID received operating and funding responsibility for the programs, apart from those assigned to Defense—and apart from their covert aspects.",THE ORDER WITH THE EXCEPTION,shared_sources/source_gap_hunt/Memorandum From the Interagency Committee on Police Assistance Programs to President Kenne.extracted.txt,CURRENT_PART,YES,Synthetic language mapped to underlying claims.
CLM-USAIDCIA-P01-017,AST-WRR-USAIDCIA-P01-FB-PHOTO-003-06,WRR-USAIDCIA-P01-FB-PHOTO-003,The committee recommended a dedicated AID police office.,"Taken together, those assignments describe a division of labor: civilian administration in AID, policy guidance in State and selected responsibilities outside AID.",STRONG_INFERENCE,INFERENCE_SUPPORTED,INFERENTIAL,4,published Foreign Relations memorandum,"That to carry out its responsibilities, AID establish an office specifically charged with police matters, staffed with sufficient qualified personnel to: (a) provide centralized professional and technical planning guidance to the country teams, police missions and State and AID regional bureaus; (b) provide professional and technical guidance and professional and technical supervision in implementing programs; (c) establish and supervise training requirements for U.S. police technicians, and standards of evaluating professional competence; (d) to conduct surveys and program evaluations; (e) to provide an essential repository of technical knowledge based on research in the latest techniques of controlling subversion and mass violence; that AID appoint a senior professional to head this office, responsible to the Special Assistant-Internal Defense with direct access to the Deputy Administrator; that while line responsibility for AID police programs remains with each regional AID bureau, sufficient professional personnel should be assigned to the new Office to provide the centralized staff support outlined above",https://history.state.gov/historicaldocuments/frus1961-63v08/d99,The institutional design is easiest to see in paragraph five. AID was ordered to establish an office specifically charged with police matters.,WHAT THE NEW OFFICE WAS BUILT TO DO,shared_sources/source_gap_hunt/Memorandum From the Interagency Committee on Police Assistance Programs to President Kenne.extracted.txt,CURRENT_PART,YES,Synthetic language mapped to underlying claims.
CLM-USAIDCIA-P01-008,AST-WRR-USAIDCIA-P01-FB-PHOTO-003-07,WRR-USAIDCIA-P01-FB-PHOTO-003,NSAM 162 directed CIA and AID to maintain personnel with paramilitary skills for crisis areas.,"The covert carve-out limits what the overt assignment proves,",STRONG_INFERENCE,INFERENCE_SUPPORTED,INFERENTIAL,3,NSAM 162,CIA and AID will take action to insure that adequate qualified personnel with paramilitary skills are available. Periodic reports of progress to achieve this objective will be submitted to the Special Group (Counterinsurgency) by CIA and AID,https://history.state.gov/historicaldocuments/frus1961-63v08/d91,"CIA was not absent from the architecture. The director of Central Intelligence received NSAM 177 alongside State, Defense, Justice and AID. Yet receiving the memorandum is not the same as owning every program it created. To understand CIA's operational role, we need the records that describe actual liaison, training and recruitment—not a slogan imposed on a document.",THE ORDER WITH THE EXCEPTION,shared_sources/source_gap_hunt/National Security Action Memorandum No. 162.extracted.txt,CURRENT_PART,YES,Synthetic language mapped to underlying claims.
CLM-USAIDCIA-P01-016,AST-WRR-USAIDCIA-P01-FB-PHOTO-003-07,WRR-USAIDCIA-P01-FB-PHOTO-003,The committee assigned AID operating and funding responsibility except for covert aspects and selected Defense programs.,"The covert carve-out limits what the overt assignment proves,",STRONG_INFERENCE,INFERENCE_SUPPORTED,INFERENTIAL,4,published Foreign Relations memorandum,"That AID be charged with operating and funding responsibility for all such programs, except for their covert aspects and for those programs which the Administrator of AID decides should be carried out by the Department of Defense",https://history.state.gov/historicaldocuments/frus1961-63v08/d99,"The third paragraph charged AID's administrator with coordination and vigorous leadership. The fourth went further: AID received operating and funding responsibility for the programs, apart from those assigned to Defense—and apart from their covert aspects.",THE ORDER WITH THE EXCEPTION,shared_sources/source_gap_hunt/Memorandum From the Interagency Committee on Police Assistance Programs to President Kenne.extracted.txt,CURRENT_PART,YES,Synthetic language mapped to underlying claims.
CLM-USAIDCIA-P01-017,AST-WRR-USAIDCIA-P01-FB-PHOTO-003-07,WRR-USAIDCIA-P01-FB-PHOTO-003,The committee recommended a dedicated AID police office.,"The covert carve-out limits what the overt assignment proves,",STRONG_INFERENCE,INFERENCE_SUPPORTED,INFERENTIAL,4,published Foreign Relations memorandum,"That to carry out its responsibilities, AID establish an office specifically charged with police matters, staffed with sufficient qualified personnel to: (a) provide centralized professional and technical planning guidance to the country teams, police missions and State and AID regional bureaus; (b) provide professional and technical guidance and professional and technical supervision in implementing programs; (c) establish and supervise training requirements for U.S. police technicians, and standards of evaluating professional competence; (d) to conduct surveys and program evaluations; (e) to provide an essential repository of technical knowledge based on research in the latest techniques of controlling subversion and mass violence; that AID appoint a senior professional to head this office, responsible to the Special Assistant-Internal Defense with direct access to the Deputy Administrator; that while line responsibility for AID police programs remains with each regional AID bureau, sufficient professional personnel should be assigned to the new Office to provide the centralized staff support outlined above",https://history.state.gov/historicaldocuments/frus1961-63v08/d99,The institutional design is easiest to see in paragraph five. AID was ordered to establish an office specifically charged with police matters.,WHAT THE NEW OFFICE WAS BUILT TO DO,shared_sources/source_gap_hunt/Memorandum From the Interagency Committee on Police Assistance Programs to President Kenne.extracted.txt,CURRENT_PART,YES,Synthetic language mapped to underlying claims.
CLM-USAIDCIA-P01-008,AST-WRR-USAIDCIA-P01-FB-PHOTO-003-08,WRR-USAIDCIA-P01-FB-PHOTO-003,NSAM 162 directed CIA and AID to maintain personnel with paramilitary skills for crisis areas.,it also makes the boundary part of the official design.,STRONG_INFERENCE,INFERENCE_SUPPORTED,INFERENTIAL,3,NSAM 162,CIA and AID will take action to insure that adequate qualified personnel with paramilitary skills are available. Periodic reports of progress to achieve this objective will be submitted to the Special Group (Counterinsurgency) by CIA and AID,https://history.state.gov/historicaldocuments/frus1961-63v08/d91,"CIA was not absent from the architecture. The director of Central Intelligence received NSAM 177 alongside State, Defense, Justice and AID. Yet receiving the memorandum is not the same as owning every program it created. To understand CIA's operational role, we need the records that describe actual liaison, training and recruitment—not a slogan imposed on a document.",THE ORDER WITH THE EXCEPTION,shared_sources/source_gap_hunt/National Security Action Memorandum No. 162.extracted.txt,CURRENT_PART,YES,Synthetic language mapped to underlying claims.
CLM-USAIDCIA-P01-016,AST-WRR-USAIDCIA-P01-FB-PHOTO-003-08,WRR-USAIDCIA-P01-FB-PHOTO-003,The committee assigned AID operating and funding responsibility except for covert aspects and selected Defense programs.,it also makes the boundary part of the official design.,STRONG_INFERENCE,INFERENCE_SUPPORTED,INFERENTIAL,4,published Foreign Relations memorandum,"That AID be charged with operating and funding responsibility for all such programs, except for their covert aspects and for those programs which the Administrator of AID decides should be carried out by the Department of Defense",https://history.state.gov/historicaldocuments/frus1961-63v08/d99,"The third paragraph charged AID's administrator with coordination and vigorous leadership. The fourth went further: AID received operating and funding responsibility for the programs, apart from those assigned to Defense—and apart from their covert aspects.",THE ORDER WITH THE EXCEPTION,shared_sources/source_gap_hunt/Memorandum From the Interagency Committee on Police Assistance Programs to President Kenne.extracted.txt,CURRENT_PART,YES,Synthetic language mapped to underlying claims.
CLM-USAIDCIA-P01-017,AST-WRR-USAIDCIA-P01-FB-PHOTO-003-08,WRR-USAIDCIA-P01-FB-PHOTO-003,The committee recommended a dedicated AID police office.,it also makes the boundary part of the official design.,STRONG_INFERENCE,INFERENCE_SUPPORTED,INFERENTIAL,4,published Foreign Relations memorandum,"That to carry out its responsibilities, AID establish an office specifically charged with police matters, staffed with sufficient qualified personnel to: (a) provide centralized professional and technical planning guidance to the country teams, police missions and State and AID regional bureaus; (b) provide professional and technical guidance and professional and technical supervision in implementing programs; (c) establish and supervise training requirements for U.S. police technicians, and standards of evaluating professional competence; (d) to conduct surveys and program evaluations; (e) to provide an essential repository of technical knowledge based on research in the latest techniques of controlling subversion and mass violence; that AID appoint a senior professional to head this office, responsible to the Special Assistant-Internal Defense with direct access to the Deputy Administrator; that while line responsibility for AID police programs remains with each regional AID bureau, sufficient professional personnel should be assigned to the new Office to provide the centralized staff support outlined above",https://history.state.gov/historicaldocuments/frus1961-63v08/d99,The institutional design is easiest to see in paragraph five. AID was ordered to establish an office specifically charged with police matters.,WHAT THE NEW OFFICE WAS BUILT TO DO,shared_sources/source_gap_hunt/Memorandum From the Interagency Committee on Police Assistance Programs to President Kenne.extracted.txt,CURRENT_PART,YES,Synthetic language mapped to underlying claims.
CLM-USAIDCIA-P01-008,AST-WRR-USAIDCIA-P01-FB-PHOTO-003-09,WRR-USAIDCIA-P01-FB-PHOTO-003,NSAM 162 directed CIA and AID to maintain personnel with paramilitary skills for crisis areas.,That distinction is the payoff.,STRONG_INFERENCE,INFERENCE_SUPPORTED,INFERENTIAL,3,NSAM 162,CIA and AID will take action to insure that adequate qualified personnel with paramilitary skills are available. Periodic reports of progress to achieve this objective will be submitted to the Special Group (Counterinsurgency) by CIA and AID,https://history.state.gov/historicaldocuments/frus1961-63v08/d91,"CIA was not absent from the architecture. The director of Central Intelligence received NSAM 177 alongside State, Defense, Justice and AID. Yet receiving the memorandum is not the same as owning every program it created. To understand CIA's operational role, we need the records that describe actual liaison, training and recruitment—not a slogan imposed on a document.",THE ORDER WITH THE EXCEPTION,shared_sources/source_gap_hunt/National Security Action Memorandum No. 162.extracted.txt,CURRENT_PART,YES,Synthetic language mapped to underlying claims.
CLM-USAIDCIA-P01-016,AST-WRR-USAIDCIA-P01-FB-PHOTO-003-09,WRR-USAIDCIA-P01-FB-PHOTO-003,The committee assigned AID operating and funding responsibility except for covert aspects and selected Defense programs.,That distinction is the payoff.,STRONG_INFERENCE,INFERENCE_SUPPORTED,INFERENTIAL,4,published Foreign Relations memorandum,"That AID be charged with operating and funding responsibility for all such programs, except for their covert aspects and for those programs which the Administrator of AID decides should be carried out by the Department of Defense",https://history.state.gov/historicaldocuments/frus1961-63v08/d99,"The third paragraph charged AID's administrator with coordination and vigorous leadership. The fourth went further: AID received operating and funding responsibility for the programs, apart from those assigned to Defense—and apart from their covert aspects.",THE ORDER WITH THE EXCEPTION,shared_sources/source_gap_hunt/Memorandum From the Interagency Committee on Police Assistance Programs to President Kenne.extracted.txt,CURRENT_PART,YES,Synthetic language mapped to underlying claims.
CLM-USAIDCIA-P01-017,AST-WRR-USAIDCIA-P01-FB-PHOTO-003-09,WRR-USAIDCIA-P01-FB-PHOTO-003,The committee recommended a dedicated AID police office.,That distinction is the payoff.,STRONG_INFERENCE,INFERENCE_SUPPORTED,INFERENTIAL,4,published Foreign Relations memorandum,"That to carry out its responsibilities, AID establish an office specifically charged with police matters, staffed with sufficient qualified personnel to: (a) provide centralized professional and technical planning guidance to the country teams, police missions and State and AID regional bureaus; (b) provide professional and technical guidance and professional and technical supervision in implementing programs; (c) establish and supervise training requirements for U.S. police technicians, and standards of evaluating professional competence; (d) to conduct surveys and program evaluations; (e) to provide an essential repository of technical knowledge based on research in the latest techniques of controlling subversion and mass violence; that AID appoint a senior professional to head this office, responsible to the Special Assistant-Internal Defense with direct access to the Deputy Administrator; that while line responsibility for AID police programs remains with each regional AID bureau, sufficient professional personnel should be assigned to the new Office to provide the centralized staff support outlined above",https://history.state.gov/historicaldocuments/frus1961-63v08/d99,The institutional design is easiest to see in paragraph five. AID was ordered to establish an office specifically charged with police matters.,WHAT THE NEW OFFICE WAS BUILT TO DO,shared_sources/source_gap_hunt/Memorandum From the Interagency Committee on Police Assistance Programs to President Kenne.extracted.txt,CURRENT_PART,YES,Synthetic language mapped to underlying claims.
CLM-USAIDCIA-P01-008,AST-WRR-USAIDCIA-P01-FB-PHOTO-003-10,WRR-USAIDCIA-P01-FB-PHOTO-003,NSAM 162 directed CIA and AID to maintain personnel with paramilitary skills for crisis areas.,The records establish an interagency internal-defense structure without establishing that every participating agency was the same institution.,STRONG_INFERENCE,INFERENCE_SUPPORTED,INFERENTIAL,3,NSAM 162,CIA and AID will take action to insure that adequate qualified personnel with paramilitary skills are available. Periodic reports of progress to achieve this objective will be submitted to the Special Group (Counterinsurgency) by CIA and AID,https://history.state.gov/historicaldocuments/frus1961-63v08/d91,"CIA was not absent from the architecture. The director of Central Intelligence received NSAM 177 alongside State, Defense, Justice and AID. Yet receiving the memorandum is not the same as owning every program it created. To understand CIA's operational role, we need the records that describe actual liaison, training and recruitment—not a slogan imposed on a document.",THE ORDER WITH THE EXCEPTION,shared_sources/source_gap_hunt/National Security Action Memorandum No. 162.extracted.txt,CURRENT_PART,YES,Synthetic language mapped to underlying claims.
CLM-USAIDCIA-P01-016,AST-WRR-USAIDCIA-P01-FB-PHOTO-003-10,WRR-USAIDCIA-P01-FB-PHOTO-003,The committee assigned AID operating and funding responsibility except for covert aspects and selected Defense programs.,The records establish an interagency internal-defense structure without establishing that every participating agency was the same institution.,STRONG_INFERENCE,INFERENCE_SUPPORTED,INFERENTIAL,4,published Foreign Relations memorandum,"That AID be charged with operating and funding responsibility for all such programs, except for their covert aspects and for those programs which the Administrator of AID decides should be carried out by the Department of Defense",https://history.state.gov/historicaldocuments/frus1961-63v08/d99,"The third paragraph charged AID's administrator with coordination and vigorous leadership. The fourth went further: AID received operating and funding responsibility for the programs, apart from those assigned to Defense—and apart from their covert aspects.",THE ORDER WITH THE EXCEPTION,shared_sources/source_gap_hunt/Memorandum From the Interagency Committee on Police Assistance Programs to President Kenne.extracted.txt,CURRENT_PART,YES,Synthetic language mapped to underlying claims.
CLM-USAIDCIA-P01-017,AST-WRR-USAIDCIA-P01-FB-PHOTO-003-10,WRR-USAIDCIA-P01-FB-PHOTO-003,The committee recommended a dedicated AID police office.,The records establish an interagency internal-defense structure without establishing that every participating agency was the same institution.,STRONG_INFERENCE,INFERENCE_SUPPORTED,INFERENTIAL,4,published Foreign Relations memorandum,"That to carry out its responsibilities, AID establish an office specifically charged with police matters, staffed with sufficient qualified personnel to: (a) provide centralized professional and technical planning guidance to the country teams, police missions and State and AID regional bureaus; (b) provide professional and technical guidance and professional and technical supervision in implementing programs; (c) establish and supervise training requirements for U.S. police technicians, and standards of evaluating professional competence; (d) to conduct surveys and program evaluations; (e) to provide an essential repository of technical knowledge based on research in the latest techniques of controlling subversion and mass violence; that AID appoint a senior professional to head this office, responsible to the Special Assistant-Internal Defense with direct access to the Deputy Administrator; that while line responsibility for AID police programs remains with each regional AID bureau, sufficient professional personnel should be assigned to the new Office to provide the centralized staff support outlined above",https://history.state.gov/historicaldocuments/frus1961-63v08/d99,The institutional design is easiest to see in paragraph five. AID was ordered to establish an office specifically charged with police matters.,WHAT THE NEW OFFICE WAS BUILT TO DO,shared_sources/source_gap_hunt/Memorandum From the Interagency Committee on Police Assistance Programs to President Kenne.extracted.txt,CURRENT_PART,YES,Synthetic language mapped to underlying claims.
CLM-USAIDCIA-P01-004,AST-WRR-USAIDCIA-P01-FB-REEL-001-01,WRR-USAIDCIA-P01-FB-REEL-001,Kennedy warned that police programs could be neglected because they were a small part of AID.,"Before the Office of Public Safety had a name, a committee had already designed its job.",STRONG_INFERENCE,INFERENCE_SUPPORTED,INFERENTIAL,2,"NSAM 132, signed February 19, 1962","I am further aware that police programs, as a relatively minor facet of the functions of the aid agency, may have tended to receive little emphasis as a result. Therefore, I would like you to consider various ways and means of giving the police program greater autonomy within AID, if this seems necessary in order to protect it from neglect",https://history.state.gov/historicaldocuments/frus1961-63v08/d72,"He also acknowledged a bureaucratic danger. Police programs were a relatively small part of the aid agency, he wrote, and could be neglected. He asked Hamilton to consider giving them greater autonomy and ordered AID to recommend new emphases through the Special Group (Counter-Insurgency).",THE PROGRAM THAT DID NOT FIT DEVELOPMENT,shared_sources/source_gap_hunt/National Security Action Memorandum No. 132.extracted.txt,CURRENT_PART,YES,Synthetic language mapped to underlying claims.
CLM-USAIDCIA-P01-015,AST-WRR-USAIDCIA-P01-FB-REEL-001-01,WRR-USAIDCIA-P01-FB-REEL-001,The committee recommended that AID coordinate and lead all police-assistance programs under State policy guidance.,"Before the Office of Public Safety had a name, a committee had already designed its job.",STRONG_INFERENCE,INFERENCE_SUPPORTED,INFERENTIAL,4,published Foreign Relations memorandum,"subject to the general policy guidance of the Department of State in internal defense matters, the Administrator of AID be charged, in his capacity as coordinator of U.S. aid programs, with responsibility for coordination and vigorous leadership of all police assistance programs",https://history.state.gov/historicaldocuments/frus1961-63v08/d99,"The secretary of State would provide general policy guidance on internal-defense matters. AID's administrator, already the coordinator of American aid programs, would provide vigorous leadership across police-assistance programs. The Defense Department would retain programs selected for military handling. An interagency police group would help coordinate the system.",THE ARCHITECTURE TAKES SHAPE,shared_sources/source_gap_hunt/Memorandum From the Interagency Committee on Police Assistance Programs to President Kenne.extracted.txt,CURRENT_PART,YES,Synthetic language mapped to underlying claims.
CLM-USAIDCIA-P01-017,AST-WRR-USAIDCIA-P01-FB-REEL-001-01,WRR-USAIDCIA-P01-FB-REEL-001,The committee recommended a dedicated AID police office.,"Before the Office of Public Safety had a name, a committee had already designed its job.",STRONG_INFERENCE,INFERENCE_SUPPORTED,INFERENTIAL,4,published Foreign Relations memorandum,"That to carry out its responsibilities, AID establish an office specifically charged with police matters, staffed with sufficient qualified personnel to: (a) provide centralized professional and technical planning guidance to the country teams, police missions and State and AID regional bureaus; (b) provide professional and technical guidance and professional and technical supervision in implementing programs; (c) establish and supervise training requirements for U.S. police technicians, and standards of evaluating professional competence; (d) to conduct surveys and program evaluations; (e) to provide an essential repository of technical knowledge based on research in the latest techniques of controlling subversion and mass violence; that AID appoint a senior professional to head this office, responsible to the Special Assistant-Internal Defense with direct access to the Deputy Administrator; that while line responsibility for AID police programs remains with each regional AID bureau, sufficient professional personnel should be assigned to the new Office to provide the centralized staff support outlined above",https://history.state.gov/historicaldocuments/frus1961-63v08/d99,The institutional design is easiest to see in paragraph five. AID was ordered to establish an office specifically charged with police matters.,WHAT THE NEW OFFICE WAS BUILT TO DO,shared_sources/source_gap_hunt/Memorandum From the Interagency Committee on Police Assistance Programs to President Kenne.extracted.txt,CURRENT_PART,YES,Synthetic language mapped to underlying claims.
CLM-USAIDCIA-P01-004,AST-WRR-USAIDCIA-P01-FB-REEL-001-02,WRR-USAIDCIA-P01-FB-REEL-001,Kennedy warned that police programs could be neglected because they were a small part of AID.,Kennedy warned that police programs could be neglected because they were a small part of AID.,DOCUMENTED_FACT,SUPPORTED,DIRECT,2,"NSAM 132, signed February 19, 1962","I am further aware that police programs, as a relatively minor facet of the functions of the aid agency, may have tended to receive little emphasis as a result. Therefore, I would like you to consider various ways and means of giving the police program greater autonomy within AID, if this seems necessary in order to protect it from neglect",https://history.state.gov/historicaldocuments/frus1961-63v08/d72,"He also acknowledged a bureaucratic danger. Police programs were a relatively small part of the aid agency, he wrote, and could be neglected. He asked Hamilton to consider giving them greater autonomy and ordered AID to recommend new emphases through the Special Group (Counter-Insurgency).",THE PROGRAM THAT DID NOT FIT DEVELOPMENT,shared_sources/source_gap_hunt/National Security Action Memorandum No. 132.extracted.txt,CURRENT_PART,NO,Sentence-level deterministic evidence mapping.
CLM-USAIDCIA-P01-015,AST-WRR-USAIDCIA-P01-FB-REEL-001-03,WRR-USAIDCIA-P01-FB-REEL-001,The committee recommended that AID coordinate and lead all police-assistance programs under State policy guidance.,The committee recommended that AID coordinate and lead all police-assistance programs under State policy guidance.,DOCUMENTED_FACT,SUPPORTED,DIRECT,4,published Foreign Relations memorandum,"subject to the general policy guidance of the Department of State in internal defense matters, the Administrator of AID be charged, in his capacity as coordinator of U.S. aid programs, with responsibility for coordination and vigorous leadership of all police assistance programs",https://history.state.gov/historicaldocuments/frus1961-63v08/d99,"The secretary of State would provide general policy guidance on internal-defense matters. AID's administrator, already the coordinator of American aid programs, would provide vigorous leadership across police-assistance programs. The Defense Department would retain programs selected for military handling. An interagency police group would help coordinate the system.",THE ARCHITECTURE TAKES SHAPE,shared_sources/source_gap_hunt/Memorandum From the Interagency Committee on Police Assistance Programs to President Kenne.extracted.txt,CURRENT_PART,NO,Sentence-level deterministic evidence mapping.
CLM-USAIDCIA-P01-017,AST-WRR-USAIDCIA-P01-FB-REEL-001-04,WRR-USAIDCIA-P01-FB-REEL-001,The committee recommended a dedicated AID police office.,The committee recommended a dedicated AID police office.,DOCUMENTED_FACT,SUPPORTED,DIRECT,4,published Foreign Relations memorandum,"That to carry out its responsibilities, AID establish an office specifically charged with police matters, staffed with sufficient qualified personnel to: (a) provide centralized professional and technical planning guidance to the country teams, police missions and State and AID regional bureaus; (b) provide professional and technical guidance and professional and technical supervision in implementing programs; (c) establish and supervise training requirements for U.S. police technicians, and standards of evaluating professional competence; (d) to conduct surveys and program evaluations; (e) to provide an essential repository of technical knowledge based on research in the latest techniques of controlling subversion and mass violence; that AID appoint a senior professional to head this office, responsible to the Special Assistant-Internal Defense with direct access to the Deputy Administrator; that while line responsibility for AID police programs remains with each regional AID bureau, sufficient professional personnel should be assigned to the new Office to provide the centralized staff support outlined above",https://history.state.gov/historicaldocuments/frus1961-63v08/d99,The institutional design is easiest to see in paragraph five. AID was ordered to establish an office specifically charged with police matters.,WHAT THE NEW OFFICE WAS BUILT TO DO,shared_sources/source_gap_hunt/Memorandum From the Interagency Committee on Police Assistance Programs to President Kenne.extracted.txt,CURRENT_PART,NO,Sentence-level deterministic evidence mapping.
CLM-USAIDCIA-P01-004,AST-WRR-USAIDCIA-P01-FB-REEL-001-05,WRR-USAIDCIA-P01-FB-REEL-001,Kennedy warned that police programs could be neglected because they were a small part of AID.,"Taken together, those assignments describe a division of labor: civilian administration in AID, policy guidance in State and selected responsibilities outside AID.",STRONG_INFERENCE,INFERENCE_SUPPORTED,INFERENTIAL,2,"NSAM 132, signed February 19, 1962","I am further aware that police programs, as a relatively minor facet of the functions of the aid agency, may have tended to receive little emphasis as a result. Therefore, I would like you to consider various ways and means of giving the police program greater autonomy within AID, if this seems necessary in order to protect it from neglect",https://history.state.gov/historicaldocuments/frus1961-63v08/d72,"He also acknowledged a bureaucratic danger. Police programs were a relatively small part of the aid agency, he wrote, and could be neglected. He asked Hamilton to consider giving them greater autonomy and ordered AID to recommend new emphases through the Special Group (Counter-Insurgency).",THE PROGRAM THAT DID NOT FIT DEVELOPMENT,shared_sources/source_gap_hunt/National Security Action Memorandum No. 132.extracted.txt,CURRENT_PART,YES,Synthetic language mapped to underlying claims.
CLM-USAIDCIA-P01-015,AST-WRR-USAIDCIA-P01-FB-REEL-001-05,WRR-USAIDCIA-P01-FB-REEL-001,The committee recommended that AID coordinate and lead all police-assistance programs under State policy guidance.,"Taken together, those assignments describe a division of labor: civilian administration in AID, policy guidance in State and selected responsibilities outside AID.",STRONG_INFERENCE,INFERENCE_SUPPORTED,INFERENTIAL,4,published Foreign Relations memorandum,"subject to the general policy guidance of the Department of State in internal defense matters, the Administrator of AID be charged, in his capacity as coordinator of U.S. aid programs, with responsibility for coordination and vigorous leadership of all police assistance programs",https://history.state.gov/historicaldocuments/frus1961-63v08/d99,"The secretary of State would provide general policy guidance on internal-defense matters. AID's administrator, already the coordinator of American aid programs, would provide vigorous leadership across police-assistance programs. The Defense Department would retain programs selected for military handling. An interagency police group would help coordinate the system.",THE ARCHITECTURE TAKES SHAPE,shared_sources/source_gap_hunt/Memorandum From the Interagency Committee on Police Assistance Programs to President Kenne.extracted.txt,CURRENT_PART,YES,Synthetic language mapped to underlying claims.
